var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,4,33
__undefined,0,0,0
g_10,0,0,0
g_26,0,0,0
g_50,0,0,20
g_53,0,1,4
g_92,0,8,0
g_105,0,0,0
g_106,0,1,0
g_108,0,1,0
g_127,0,0,0
g_126,0,0,20
g_151,0,0,5
g_156,0,0,2
g_168,0,0,0
g_250,0,0,0
g_325,1,0,0
g_353,1,0,0
g_355,1,4,0
g_410,0,1,2
g_428,0,0,3
g_432,0,0,0
g_433,0,0,0
g_440,0,0,0
g_449,0,0,1
g_504,0,1,0
g_577,0,0,1
g_583,1,0,0
g_582,0,0,2
g_614,0,0,4
g_613,0,0,0
g_656,0,0,0
g_665,0,0,0
g_677,0,0,0
g_727,0,0,0
g_772,0,0,0
g_802,0,0,1
g_804,0,0,0
g_803,0,0,1
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
