var_name,constant_write,var_write,read
__abi_tag,0,0,0
completed.0,0,0,0
__do_global_dtor[...],0,0,0
__frame_dummy_in[...],0,0,0
crc32_tab,0,0,0
crc32_context,0,4,30
__undefined,0,0,0
g_6,0,1,5
g_10,3,0,0
g_61,2,0,24
g_66,0,1,0
g_89,0,0,0
g_146,1,1,5
g_145,0,0,3
g_167,0,0,2
g_168,5,5,0
g_216,2,1,0
g_215,0,0,0
g_236,0,0,0
g_250,0,0,0
g_304,0,0,3
g_303,0,0,5
g_330,0,0,0
g_351,0,0,0
g_352,1,1,0
g_361,0,0,1
g_406,0,0,0
g_405,0,0,1
g_407,0,0,0
g_437,0,0,3
g_442,0,0,0
g_453,0,0,2
g_490,0,0,0
g_489,0,0,0
g_488,0,0,0
g_526,0,0,0
g_747,1,2,5
g_789,0,0,0
g_788,0,0,0
g_905,0,0,0
g_904,0,0,1
g_903,0,0,2
g_902,0,2,2
g_973,0,0,1
g_972,0,1,4
g_1012,0,1,1
g_1013,0,1,2
g_1053,0,0,2
g_1123,0,0,0
g_1153,0,0,1
g_1152,0,0,0
g_1151,0,0,0
g_1150,0,0,1
g_1361,0,0,0
g_1399,0,0,0
g_1425,0,0,0
g_1463,0,0,0
g_1462,0,0,0
g_1461,0,0,0
g_1493,0,0,0
g_1503,0,0,0
g_1502,0,0,0
__FRAME_END__,0,0,0
_DYNAMIC,0,0,0
_GLOBAL_OFFSET_TABLE_,0,0,0
_IO_stdin_used,0,0,0
