name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 8, 48
__undefined, 0, 0, 0
g_12, 3, 1, 2
g_14, 0, 0, 0
g_66, 2, 2, 0
g_68, 0, 0, 1
g_81, 0, 0, 0
g_87, 0, 0, 4
g_86, 0, 0, 0
g_92, 0, 0, 1
g_91, 1, 0, 4
g_110, 0, 0, 1
g_152, 4, 3, 3
g_155, 1, 0, 3
g_156, 0, 0, 8
g_174, 0, 0, 0
g_256, 3, 3, 0
g_270, 0, 0, 0
g_282, 0, 0, 1
g_332, 0, 0, 0
g_331, 0, 0, 0
g_382, 0, 0, 0
g_408, 4, 0, 1
g_409, 3, 2, 4
g_435, 1, 1, 0
g_475, 4, 1, 3
g_520, 0, 0, 0
g_538, 0, 0, 0
g_537, 0, 0, 0
g_595, 1, 0, 0
g_609, 0, 0, 0
g_608, 1, 0, 0
g_669, 0, 0, 0
g_694, 0, 0, 2
g_790, 0, 0, 0
g_789, 0, 0, 0
g_788, 0, 0, 0
g_787, 0, 0, 0
g_861, 0, 0, 1
g_871, 1, 0, 0
g_870, 0, 0, 0
g_905, 0, 0, 0
g_1001, 0, 0, 0
g_1053, 0, 0, 0
g_1052, 0, 0, 0
g_1142, 0, 0, 12
g_1166, 0, 0, 0
g_1165, 0, 0, 1
g_1170, 0, 0, 0
g_1173, 0, 0, 0
g_1172, 0, 0, 0
g_1339, 0, 0, 1
g_1504, 0, 0, 3
g_1539, 0, 0, 1
g_1538, 0, 0, 0
g_1597, 0, 0, 0
g_1612, 0, 0, 0
g_1655, 0, 0, 1
g_1678, 1, 0, 0
g_1731, 0, 0, 0
g_1730, 2, 1, 1
g_1744, 0, 0, 1
g_1754, 0, 0, 0
g_1784, 0, 0, 0
g_1838, 0, 0, 0
g_1837, 0, 0, 1
g_1847, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
