name, constant_write, var_write, read
crc32_tab, 0, 0, 0
crc32_context, 0, 0, 0
__undefined, 0, 0, 0
g_14, 0, 0, 0
g_18, 1, 0, 18
g_158, 0, 0, 0
g_181, 0, 1, 0
g_189, 4, 1, 2
g_193, 1, 0, 1
g_208, 1, 7, 8
g_220, 0, 0, 0
g_229, 0, 0, 0
g_231, 0, 0, 0
g_272, 1, 1, 0
g_325, 1, 2, 0
g_350, 0, 0, 0
g_392, 1, 0, 0
g_405, 0, 0, 0
g_428, 0, 0, 0
g_429, 0, 0, 5
g_433, 2, 2, 0
g_461, 0, 0, 0
g_460, 0, 0, 0
g_481, 1, 0, 2
g_523, 0, 0, 0
g_526, 0, 0, 0
g_532, 0, 0, 5
g_531, 0, 0, 5
g_530, 0, 0, 1
g_591, 1, 2, 0
g_633, 1, 0, 4
g_635, 0, 0, 0
g_743, 0, 0, 0
g_772, 0, 0, 8
g_771, 0, 0, 3
g_810, 0, 0, 1
g_809, 0, 0, 1
g_894, 3, 2, 3
g_947, 1, 1, 1
g_950, 0, 1, 0
g_1021, 0, 0, 1
g_1020, 0, 0, 1
g_1134, 0, 0, 0
g_1137, 0, 0, 1
g_1173, 0, 0, 0
g_1237, 0, 0, 0
g_1301, 0, 0, 0
g_1304, 1, 0, 2
g_1305, 0, 0, 0
g_1341, 0, 0, 0
g_1340, 0, 0, 4
g_1384, 1, 0, 0
g_1386, 1, 0, 0
g_1394, 1, 0, 0
g_1434, 0, 0, 0
g_1437, 1, 0, 0
g_1459, 0, 0, 0
g_1460, 1, 0, 0
g_1514, 0, 0, 1
g_1515, 0, 0, 0
g_1597, 0, 0, 0
g_1604, 1, 0, 0
g_1607, 1, 0, 0
g_1701, 1, 0, 0
g_1713, 0, 0, 0
g_1845, 1, 0, 0
g_1939, 0, 0, 0
g_1957, 1, 0, 0
g_1959, 1, 0, 0
g_1967, 0, 0, 0
g_2019, 0, 0, 0
g_2027, 0, 0, 0
g_2029, 1, 0, 0
g_2167, 0, 0, 0
g_2236, 0, 0, 0
g_2235, 0, 0, 2
g_2319, 0, 0, 0
g_2342, 1, 1, 6
g_2344, 0, 0, 1
g_2350, 0, 0, 1
g_2349, 0, 0, 4
g_2517, 1, 0, 0
g_2526, 1, 0, 0
g_2534, 0, 1, 0
g_2547, 2, 2, 0
g_2555, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
csmith_sink_, 0, 57, 0
_IO_stdin_used, 0, 0, 0
