name, constant_write, var_write, read
crc32_context, 0, 37, 38
crc32_tab, 0, 0, 0
g_3, 0, 1, 1
g_538, 0, 1, 0
g_219, 0, 2, 0
g_5, 0, 1, 0
g_84, 2, 1, 0
g_78, 2, 1, 1
g_72, 1, 0, 0
g_81, 1, 0, 1
g_126, 2, 4, 1
g_133, 1, 0, 1
g_138, 1, 0, 0
g_140, 0, 0, 1
g_176, 0, 2, 0
g_204, 2, 0, 0
g_209, 2, 0, 0
g_300, 2, 0, 0
g_417, 1, 0, 1
g_422, 0, 2, 0
g_431, 1, 2, 2
g_447, 2, 0, 0
g_546, 0, 1, 1
g_548, 0, 1, 1
g_549, 2, 0, 0
g_550, 0, 0, 1
g_559, 2, 0, 0
g_562, 2, 0, 0
g_564, 0, 0, 0
_DYNAMIC, 0, 0, 0
_GLOBAL_OFFSET_TABLE_, 0, 0, 0
_IO_stdin_used, 0, 0, 0
